index,x,y,z
7,759,52.687,471
0,823.4858,0,456.9829
0,806.1154,0,391.8002
0,813.0873,0,423.2477
0,903.7079,0,376.5056
0,791.6779,0,336.1512
0,790.0012,0,302.2764
0,819.4424,0,252.5291
0,884.4061,0,346.5782
0,761.8312,0,346.0911
0,887.3162,0,333.071
0,809.6577,0,250.3914
0,896.3369,0,413.7199
0,773.0817,0,451.4484
0,827.3507,0,286.0596
0,899.0889,0,364.632
0,820.3969,0,333.3475
0,870.7953,0,363.9694
0,848.5173,0,425.2939
0,886.3494,0,455.57
0,807.8701,0,270.336
0,876.8986,0,326.5897
0,769.3526,0,279.2689
0,792.7758,0,397.0685
0,894.8427,0,424.0838
0,889.985,0,348.3246
0,761.8154,0,428.9258
0,837.9765,0,281.1776
0,770.7521,0,414.1885
0,823.5776,0,439.5493
0,769.3494,0,223.2951
0,779.28,0,402.9028
0,861.7156,0,394.7506
0,859.1165,0,376.5619
0,827.7485,0,338.6556
0,849.1267,0,386.8613
0,879.3483,0,382.4272
0,829.9539,0,281.4572
0,793.6906,0,347.8831
0,858.5874,0,398.2213
0,813.2784,0,436.0031
0,844.7308,0,297.6973
0,897.336,0,349.6076
0,856.9424,0,409.1607
0,798.0538,0,214.1923
0,780.6393,0,439.998
0,892.9804,0,325.213
0,900.0517,0,338.1497
0,809.142,0,228.6111
0,791.8549,0,213.0243
0,803.1581,0,320.6492
0,776.4832,0,391.577
0,859.4556,0,221.9492
0,831.2958,0,403.4005
0,880.485,0,406.9971
0,764.23,0,270.1101
0,894.7152,0,367.8152
0,830.9574,0,347.8129
0,783.4479,0,251.397
0,810.7109,0,230.4211
0,860.9698,0,356.9593
0,827.0173,0,419.7531
0,761.3434,0,323.0557
0,881.6807,0,421.177
0,873.2251,0,446.8804
0,815.4691,0,468.8812
0,852.7611,0,377.6232
0,880.089,0,413.7223
0,843.7281,0,465.7887
0,837.0664,0,458.41
0,818.446,0,379.3991
0,816.7086,0,243.7082
0,847.0818,0,438.2045
0,878.3206,0,337.3118
0,817.0284,0,262.1838
0,838.0267,0,430.8044
0,791.1971,0,305.639
0,868.5304,0,452.1255
0,842.3021,0,217.2355
0,786.4598,0,288.1126
0,880.9673,0,293.4993
0,852.0674,0,297.8807
0,858.257,0,417.0907
0,881.2147,0,468.3589
0,892.4135,0,282.2158
0,843.8931,0,277.9675
0,840.5681,0,240.0456
0,875.5549,0,323.2216
0,795.1609,0,266.7286
0,769.9673,0,442.7093
0,834.4291,0,375.4672
0,856.2914,0,353.5725
0,794.5918,0,435.9624
0,872.4228,0,428.4296
0,860.6354,0,264.6782
0,888.4608,0,275.9803
0,855.4393,0,425.9239
0,878.725,0,405.4482
0,883.1438,0,275.7651
0,869.1274,0,424.0012
0,901.1345,0,321.8801
0,817.3274,0,352.2673
0,872.775,0,400.4159
0,850.3767,0,379.1754
0,890.3817,0,337.6739
0,872.018,0,334.5706
0,867.4729,0,217.8543
0,877.7197,0,255.4561
0,800.6991,0,440.4745
0,863.7091,0,467.6385
0,791.9626,0,299.5626
0,839.3188,0,447.6775
0,795.6516,0,294.8157
0,799.0613,0,448.8155
0,837.1122,0,349.9234
0,880.7124,0,447.2975
0,835.0212,0,456.0534
0,788.2983,0,419.7328
0,893.9442,0,418.2392
0,820.5654,0,292.9376
0,799.1774,0,352.2491
0,768.9649,0,283.1614
0,855.3591,0,386.6451
0,778.1035,0,464.5098
0,844.8124,0,362.3433
0,849.866,0,267.393
0,873.5063,0,375.1013
0,891.2377,0,274.3637
0,887.9199,0,275.5776
0,766.6963,0,401.2263
0,784.7073,0,387.8127
0,811.5684,0,226.5403
0,880.1295,0,308.6512
0,840.7328,0,444.2164
0,775.6784,0,420.837
0,849.4591,0,469.05
0,847.8752,0,351.0396
0,849.0924,0,384.1673
0,840.2958,0,449.8102
0,877.2023,0,286.7891
0,822.8386,0,304.5466
0,863.2979,0,216.8413
0,765.4951,0,409.8873
0,876.7545,0,372.8148
0,784.7048,0,235.4349
0,794.2328,0,311.5368
0,776.9592,0,261.3651
0,850.2634,0,426.8843
0,809.7839,0,441.5248
0,792.2881,0,253.6746
0,864.4979,0,215.0224
0,900.6187,0,232.7384
0,767.0809,0,456.2025
0,894.7584,0,420.5965
0,786.9241,0,457.9034
0,810.4006,0,377.0576
0,902.3675,0,320.8028
0,895.8383,0,444.2676
0,843.1122,0,460.26
0,760.088,0,431.1436
0,832.7175,0,443.366
0,803.1131,0,420.3969
0,872.4106,0,294.0236
0,848.1807,0,277.2126
0,901.1854,0,435.5296
0,872.6011,0,450.9948
0,799.3448,0,267.2779
0,876.9483,0,288.5339
0,864.0073,0,221.0395
0,868.4269,0,271.1945
0,765.0558,0,403.9422
0,848.1228,0,387.3692
0,806.4281,0,224.1775
0,844.0044,0,280.5238
0,869.6896,0,239.0879
0,776.5815,0,367.7816
0,808.843,0,259.3923
0,765.8728,0,343.3441
0,796.3304,0,359.3629
0,872.0437,0,417.2075
0,834.4883,0,359.868
0,852.7139,0,310.2943
0,772.6645,0,470.5983
0,867.4844,0,227.2613
0,790.0747,0,240.201
0,870.8264,0,432.5779
0,864.4252,0,309.5629
0,856.9525,0,470.1192
0,828.7981,0,376.4996
0,816.829,0,351.6155
0,811.254,0,399.0381
0,887.4446,0,355.0153
0,869.7126,0,463.0038
0,791.3594,0,444.8528
0,834.9506,0,468.1316
0,875.808,0,325.9476
0,875.9171,0,414.8863
0,856.2883,0,345.1199
0,767.4012,0,301.9502
0,890.543,0,370.043
