index,x,y,z
7,759,52.687,471
0,450.4864,0,471.9785
0,708.0284,0,629.5678
0,675.8776,0,500.9539
0,590.6948,0,658.1551
0,518.9139,0,638.903
0,655.2623,0,522.1698
0,666.6558,0,750.9725
0,621.074,0,548.7336
0,609.7666,0,501.4494
0,610.1108,0,622.3774
0,718.172,0,509.0829
0,534.492,0,690.1827
0,434.1997,0,616.9219
0,412.7895,0,707.5741
0,497.9376,0,536.8904
0,379.5392,0,633.8833
0,635.3718,0,545.3082
0,442.1687,0,569.3965
0,563.4612,0,472.6492
0,540.3315,0,711.4272
0,712.3214,0,600.4413
0,731.3447,0,740.6331
0,695.0823,0,562.0333
0,451.9752,0,736.5156
0,754.7943,0,638.2548
0,412.0967,0,539.9633
0,688.4935,0,475.0814
0,374.6363,0,637.3425
0,376.5841,0,551.663
0,509.687,0,613.9781
0,570.8694,0,599.8347
0,445.2458,0,593.2178
0,562.7681,0,483.2431
0,558.1839,0,674.0293
0,593.3589,0,689.2277
0,473.4028,0,726.1255
0,500.0813,0,677.0174
0,677.0008,0,519.5349
0,706.3342,0,537.8411
0,710.4755,0,485.2293
0,454.9311,0,619.7282
0,725.5995,0,561.817
0,694.0322,0,679.4453
0,544.8124,0,482.9422
0,564.2985,0,519.8784
0,677.8688,0,665.3102
0,634.1013,0,540.6681
0,384.3908,0,647.1063
0,488.2239,0,499.2834
0,401.2563,0,696.824
0,625.2677,0,680.489
0,687.4481,0,637.7907
0,387.4513,0,593.5785
0,559.0942,0,475.9357
0,501.439,0,627.8522
0,384.046,0,550.2057
0,441.1701,0,654.8063
0,384.8334,0,497.1205
0,413.1913,0,482.3882
0,638.4735,0,593.1177
0,491.5987,0,508.0542
0,435.014,0,748.1061
0,634.5512,0,499.7356
0,665.7153,0,686.2356
0,637.8041,0,599.47
0,474.0575,0,537.5523
0,432.0297,0,605.2277
0,652.268,0,616.4512
0,493.7487,0,547.921
0,613.7456,0,662.2017
0,614.9216,0,687.1948
0,534.244,0,740.7291
0,402.2398,0,574.2759
0,657.5548,0,490.7917
0,550.7518,0,736.0001
0,560.355,0,540.1035
0,636.653,0,691.0323
0,524.7724,0,670.7615
0,694.8137,0,523.2639
0,641.0161,0,478.6725
0,502.1077,0,539.987
0,478.4549,0,712.2292
0,414.7254,0,497.9206
0,730.132,0,557.4831
0,527.3729,0,574.658
0,384.5758,0,585.3855
0,504.2785,0,746.061
0,745.2519,0,589.865
0,520.2437,0,697.6595
0,451.7885,0,620.7676
0,594.7693,0,543.3438
0,604.7641,0,617.2704
0,379.927,0,604.7289
0,664.2224,0,551.0046
0,378.2415,0,683.851
0,467.0472,0,569.1158
0,657.5317,0,687.7906
0,740.0721,0,583.4574
0,752.8527,0,652.4384
7,759,52.687,471
0,420.2657,0,736.0361
0,592.1266,0,569.2686
0,554.1506,0,692.3314
0,512.5854,0,578.7853
0,468.5186,0,613.7329
0,518.9244,0,573.074
0,486.1238,0,477.2484
0,754.958,0,703.2235
0,426.9852,0,543.7821
0,590.0835,0,634.6652
0,408.6297,0,501.7577
0,424.7552,0,623.5915
0,466.8704,0,558.5864
0,719.1491,0,583.3582
0,520.0273,0,683.9973
0,628.4647,0,636.8906
0,611.6679,0,694.5603
0,757.2675,0,556.3489
0,508.9728,0,596.701
0,640.5577,0,695.4218
0,757.2047,0,697.7751
0,509.7136,0,584.0651
0,629.3521,0,476.2259
0,423.4964,0,634.4667
0,424.6491,0,486.9087
0,477.5778,0,528.4837
0,475.4302,0,511.1842
0,469.9575,0,554.2318
0,457.2968,0,680.7904
0,460.438,0,581.3517
0,745.9698,0,493.1613
0,427.4325,0,746.4062
0,419.1131,0,705.2535
0,729.2784,0,515.9957
0,554.8058,0,508.433
0,582.8682,0,583.1644
0,448.2834,0,657.2916
0,448.81,0,704.2924
0,406.2646,0,698.9279
0,418.6075,0,612.0239
0,667.1443,0,682.8277
0,608.2309,0,735.9665
0,470.9017,0,527.8632
0,676.1298,0,614.7414
0,438.6919,0,670.2559
0,496.1021,0,550.5063
0,473.0932,0,727.5783
0,682.2679,0,540.1439
0,723.9075,0,558.5424
0,634.6135,0,715.0107
0,479.6796,0,685.5044
0,686.3696,0,593.7733
0,526.9153,0,528.563
0,509.5487,0,529.9042
0,728.9263,0,716.4449
0,692.7706,0,683.8404
0,465.8286,0,704.8918
0,675.163,0,749.8344
0,481.4655,0,669.0049
0,714.4127,0,740.6985
0,752.8919,0,746.2171
0,380.8777,0,495.5192
0,480.8104,0,554.1078
0,625.8242,0,523.3222
0,429.8585,0,505.7687
0,441.8839,0,704.6215
0,521.0447,0,686.0624
0,522.1514,0,612.688
0,407.3354,0,565.2981
0,513.2058,0,719.6248
0,382.3192,0,523.8395
0,582.9916,0,551.1289
0,647.0533,0,531.8454
0,466.8263,0,670.2849
0,628.5837,0,575.7651
0,514.14,0,636.4523
0,534.1787,0,746.0148
0,452.6946,0,711.9939
0,558.2582,0,575.1887
0,622.6324,0,659.8671
0,626.932,0,480.294
0,457.5022,0,573.1988
0,579.2531,0,663.0847
0,585.1735,0,652.5038
0,724.1328,0,526.761
0,602.1071,0,560.9958
0,741.7606,0,638.9462
0,563.8786,0,504.0263
0,550.3408,0,745.2396
0,384.3386,0,557.0643
0,642.0182,0,564.7545
0,490.5436,0,644.2618
0,446.923,0,727.2982
0,476.7455,0,553.2722
0,482.1824,0,714.1403
0,489.7993,0,703.6484
0,584.0757,0,550.3754
0,679.5467,0,554.3471
0,747.55,0,695.9208
7,759,52.687,471
0,529.6068,0,485.0675
0,413.3463,0,524.3743
0,695.3811,0,623.5222
0,648.3004,0,565.21
0,510.5782,0,582.7561
0,470.0654,0,634.4496
0,460.9785,0,549.4817
0,433.7299,0,490.3178
0,556.7298,0,692.9601
0,711.447,0,517.3939
0,438.2887,0,486.1687
0,753.9681,0,614.3464
0,581.2711,0,654.8279
0,684.0236,0,492.0177
0,693.5082,0,494.6334
0,652.9937,0,574.5577
0,472.3803,0,737.2156
0,377.2351,0,620.1287
0,460.4415,0,519.187
0,448.474,0,587.2963
0,570.5886,0,671.0701
0,605.9225,0,636.0062
0,456.9233,0,503.8445
0,627.5184,0,648.6533
0,593.3521,0,653.1067
0,529.1935,0,494.1729
0,598.5911,0,697.7286
0,483.1333,0,729.0282
