index,x,y,z
6,482,57.862,302
0,693.233,0,621.7696
0,613.9284,0,527.7145
0,736.5498,0,528.6677
0,555.5702,0,455.0715
0,666.0222,0,588.7492
0,704.4914,0,309.6236
0,725.6467,0,648.3837
0,574.2159,0,499.8455
0,754.393,0,567.6257
0,745.656,0,464.2232
0,563.9298,0,602.5137
0,595.3767,0,308.2177
0,642.0421,0,666.845
0,671.7354,0,377.3831
0,540.4071,0,392.7054
0,540.686,0,655.1915
0,630.242,0,568.5555
0,514.0345,0,463.3368
0,562.1931,0,462.6659
0,552.3088,0,511.1716
0,544.1856,0,381.9816
0,613.1602,0,341.0068
0,632.9026,0,667.236
0,562.455,0,365.0078
0,680.1605,0,339.0116
0,756.8016,0,487.8689
0,732.2668,0,326.1105
0,488.1367,0,338.5427
0,580.7307,0,594.02
0,741.5927,0,302.1886
0,615.9368,0,617.2786
0,664.9319,0,350.8133
0,541.618,0,350.689
0,710.934,0,414.3019
0,622.8163,0,602.4144
0,548.9056,0,646.7854
0,497.5363,0,311.71
0,745.7,0,431.5582
0,626.1555,0,318.9573
0,580.5043,0,455.0339
0,525.8112,0,397.954
0,511.983,0,665.503
0,539.9938,0,578.7787
0,756.8174,0,439.5439
0,594.9605,0,613.6546
0,733.2522,0,598.8739
0,522.3961,0,454.4177
0,654.5579,0,543.7234
0,523.8063,0,495.4601
0,542.8353,0,605.2601
0,737.467,0,576.1538
0,555.9664,0,385.5557
0,585.4646,0,391.6973
0,715.5988,0,331.6633
0,741.8469,0,310.8369
0,722.3225,0,540.7678
0,755.1166,0,619.1856
0,748.4615,0,479.6343
0,588.4238,0,659.9161
0,605.613,0,667.6538
0,554.7767,0,336.8745
0,688.4818,0,522.5892
0,696.2179,0,590.2632
0,603.6737,0,499.7079
0,550.3986,0,477.0515
0,660.5651,0,326.9107
0,641.687,0,669.7325
0,513.3201,0,311.8261
0,586.9529,0,608.2435
0,595.2982,0,390.2434
0,728.7803,0,658.5347
0,537.6209,0,432.5812
0,671.9302,0,382.6285
0,638.7869,0,619.2664
0,706.3913,0,607.1
0,617.8892,0,528.1641
0,590.0571,0,444.3437
0,544.3296,0,317.0474
0,694.0735,0,365.4243
0,709.1807,0,561.9469
0,671.967,0,538.2577
0,557.2994,0,597.9211
0,662.8044,0,305.8861
0,683.3796,0,383.6082
0,552.0068,0,557.6307
