index,x,y,z
9,844,71.148,660
0,834.1294,0,661.5344
0,839.978,0,660.7595
0,834.7627,0,664.968
0,837.3912,0,666.0017
0,831.2838,0,663.4346
0,842.6569,0,665.5928
0,842.9523,0,666.1332
0,842.9057,0,661.9638
0,842.8102,0,665.4202
0,837.066,0,661.3965
0,828.2262,0,663.3226
0,843.2953,0,660.7281
0,833.3022,0,665.7894
0,832.2458,0,660.6132
0,836.3274,0,665.9583
0,836.2725,0,661.8993
0,832.6216,0,665.623
0,834.9395,0,666.1021
0,833.3889,0,661.748
0,833.385,0,660.9326
0,827.8482,0,663.2999
0,827.2914,0,665.1036
0,837.2885,0,665.2761
0,843.2783,0,661.4615
0,842.1459,0,667.0526
0,833.7037,0,663.9604
0,842.2731,0,664.7606
0,833.8737,0,660.6751
0,838.1061,0,665.2541
0,833.184,0,660.7248
0,831.5499,0,664.4653
0,842.1006,0,661.1161
0,841.9929,0,661.5432
0,832.4105,0,664.1411
0,841.8815,0,667.1017
0,831.5956,0,660.1214
0,838.6299,0,661.7693
0,829.2659,0,661.9156
0,827.9897,0,661.0109
0,833.1293,0,664.5882
0,836.9564,0,665.029
0,833.1716,0,662.9595
0,837.7593,0,665.9447
0,830.2877,0,666.5829
0,841.6348,0,666.418
0,839.6066,0,660.2263
0,843.0436,0,660.5089
0,843.5446,0,664.2478
0,840.0807,0,666.2755
0,832.4185,0,662.4447
0,833.1711,0,665.0062
0,840.3463,0,664.2275
0,836.7985,0,660.2214
0,830.8511,0,666.9048
0,834.6561,0,665.0668
0,828.244,0,666.4627
0,842.0184,0,664.6153
0,832.892,0,665.4946
0,842.0682,0,667.2142
0,829.8931,0,662.0158
0,834.1801,0,664.7773
0,839.8521,0,666.0234
0,832.7838,0,662.2658
0,834.0563,0,662.0721
0,843.2486,0,664.1472
0,833.025,0,662.3336
0,843.7515,0,661.0805
0,837.1522,0,665.6731
0,833.8652,0,660.7055
0,833.7604,0,660.7925
0,841.5806,0,661.0347
0,833.3574,0,665.1182
0,841.3782,0,662.0117
0,828.835,0,666.1296
