index,x,y,z
7,759,52.687,471
0,696.7321,0,723.3876
0,532.0909,0,539.2685
0,375.5854,0,560.6485
0,695.1985,0,678.4874
0,659.9279,0,737.8399
0,383.2277,0,749.5797
0,374.5315,0,563.7849
0,516.3517,0,638.4388
0,734.958,0,579.7491
0,654.0862,0,744.2477
0,552.8204,0,615.8834
0,570.7281,0,529.616
0,706.8367,0,599.4916
0,561.8223,0,547.9871
0,676.9747,0,632.1572
0,441.4427,0,483.3384
0,612.5645,0,727.1343
0,558.0511,0,734.5991
0,643.2087,0,557.406
0,666.764,0,617.2266
0,677.6091,0,580.6396
0,556.7559,0,542.3113
0,523.6088,0,604.7983
0,655.2012,0,717.0703
0,557.6426,0,610.0168
0,617.0177,0,689.0638
0,378.6859,0,705.8463
0,466.3698,0,652.5499
0,655.8044,0,659.4092
0,397.6563,0,648.9162
0,531.3794,0,613.64
0,509.3033,0,541.1616
0,718.0539,0,618.704
0,458.5219,0,591.8538
0,417.1442,0,744.6927
0,751.7359,0,676.7759
0,387.8339,0,652.028
0,739.4876,0,624.2416
0,475.3772,0,682.9274
0,699.9974,0,741.2947
0,452.6163,0,583.0634
0,718.9984,0,566.4133
0,753.4926,0,714.6613
0,741.0983,0,734.2635
0,568.7184,0,499.4996
0,551.8624,0,615.0449
0,660.8622,0,717.1005
0,598.0251,0,526.7266
0,556.5557,0,484.3938
0,387.6765,0,557.968
0,551.8859,0,646.8487
0,629.6777,0,699.9451
0,477.8558,0,475.2652
0,643.6859,0,659.4053
0,641.4503,0,640.3375
0,489.79,0,701.4698
0,556.8293,0,697.0822
0,583.3734,0,640.8746
0,653.5976,0,742.8997
0,408.5852,0,580.2678
0,752.6799,0,554.0531
0,632.0046,0,724.9612
0,563.3173,0,592.8716
0,499.1721,0,500.6413
0,560.9969,0,619.276
0,640.6079,0,564.4904
0,405.3755,0,693.0071
0,585.9268,0,680.5013
0,525.9299,0,562.4587
0,379.3943,0,580.5277
0,544.1699,0,750.0925
0,648.6752,0,732.7904
0,610.2226,0,524.6416
0,646.006,0,635.0388
0,752.9247,0,742.5383
0,574.0023,0,485.6455
0,494.265,0,685.1349
0,616.229,0,542.6146
0,536.8143,0,554.9464
0,598.1448,0,670.3529
0,589.5756,0,586.2786
0,424.0021,0,607.9952
0,689.9861,0,502.9851
0,522.4626,0,660.489
0,399.6031,0,537.7385
0,596.3774,0,607.5887
0,729.5229,0,602.2557
0,558.119,0,725.3596
0,575.5644,0,625.7458
0,720.8658,0,750.6448
0,540.0005,0,529.4
0,722.457,0,623.6287
0,547.4155,0,511.1079
0,571.6335,0,720.8989
0,599.8538,0,736.5193
0,499.5756,0,476.7523
0,514.2429,0,689.3469
0,433.9047,0,669.7523
0,493.7244,0,502.4191
0,541.5349,0,616.2307
0,465.3056,0,736.7646
0,701.414,0,598.769
0,653.8849,0,735.0094
0,489.4507,0,510.4911
0,401.4066,0,585.5099
0,489.6243,0,633.7676
0,520.3638,0,598.0292
0,692.8232,0,574.9453
0,708.4387,0,518.6793
0,678.2753,0,490.2032
0,538.9777,0,745.2325
0,648.4929,0,537.8443
0,550.4501,0,491.7604
0,418.32,0,489.0166
0,451.0392,0,739.1987
0,756.0299,0,614.1875
0,478.4582,0,545.4703
0,562.5919,0,743.288
0,636.5515,0,712.0986
0,723.2308,0,557.1891
0,639.3126,0,618.896
0,573.8341,0,503.8487
0,720.1237,0,613.7579
0,542.941,0,486.9002
0,382.637,0,672.9147
0,408.0525,0,556.8313
0,512.8861,0,492.9953
0,676.8807,0,687.9722
0,397.1163,0,568.1398
0,691.6423,0,519.6104
0,463.4027,0,747.81
0,730.614,0,482.3897
0,676.1941,0,472.8134
0,662.6903,0,629.1812
0,623.1532,0,725.1207
