index,x,y,z
2,183,19.884,460
0,309.0798,0,544.7028
0,323.7274,0,467.0043
0,284.3447,0,581.3913
0,306.6165,0,568.7183
0,297.9148,0,478.1411
0,369.5374,0,595.2507
0,215.0551,0,507.1719
0,241.519,0,462.4196
0,278.5281,0,479.4164
0,338.0807,0,548.8924
0,297.5994,0,479.9209
0,251.4068,0,546.2642
0,232.1927,0,534.0641
0,260.1395,0,542.0789
0,305.2114,0,487.7578
0,369.3065,0,571.4474
0,211.4159,0,495.0527
0,317.6218,0,547.7805
0,371.6122,0,504.1039
2,183,19.884,460
0,215.3732,0,474.4051
0,251.8192,0,558.5773
0,260.1626,0,506.4416
0,284.1815,0,593.2576
0,288.9506,0,593.6725
0,217.424,0,500.0396
0,247.9303,0,475.8354
0,373.7415,0,505.0233
0,319.8355,0,582.1974
0,254.2144,0,469.038
0,239.3611,0,525.459
0,272.1648,0,515.1604
0,257.0724,0,488.8687
0,204.3925,0,526.9612
0,198.4891,0,512.9716
0,272.0142,0,541.463
0,354.9944,0,530.2538
0,220.2766,0,488.9926
0,327.1399,0,465.5943
2,183,19.884,460
0,197.2092,0,564.1671
0,326.5329,0,541.8652
0,241.317,0,591.7856
0,367.0361,0,565.803
0,265.6351,0,572.4806
0,296.4307,0,502.1689
0,344.2034,0,469.8273
0,286.3036,0,579.8618
0,213.0054,0,464.2737
0,242.1913,0,580.0628
0,378.6036,0,585.1164
0,273.4108,0,573.8325
0,344.3659,0,515.2434
0,332.9778,0,492.3672
0,230.1847,0,520.4558
0,327.8841,0,531.3782
0,268.6408,0,460.3257
0,221.8005,0,508.5663
0,272.5005,0,461.7361
2,183,19.884,460
0,276.4783,0,484.8384
0,224.6586,0,496.6498
0,286.2913,0,472.9305
0,332.1851,0,524.8184
0,189.7388,0,585.7016
0,331.3029,0,473.3045
0,275.8174,0,487.6724
0,365.1213,0,507.5175
0,271.1859,0,461.6613
0,338.4495,0,555.5601
0,374.1262,0,545.5914
0,315.1259,0,474.9165
0,319.1626,0,471.0799
0,244.3481,0,545.9397
0,238.2567,0,462.4916
0,248.7361,0,588.9079
0,319.9877,0,498.8354
0,302.1269,0,567.3998
0,207.8509,0,490.6106
2,183,19.884,460
0,249.0641,0,536.7301
0,359.7462,0,494.7332
0,314.0622,0,482.5383
0,357.1718,0,552.6001
0,323.9561,0,511.4132
0,337.5016,0,521.8496
0,268.9803,0,473.0747
0,317.3008,0,511.5186
0,242.988,0,589.783
0,349.5202,0,577.4989
0,267.0723,0,585.3762
0,238.5723,0,563.5233
0,344.1197,0,515.8833
0,376.3566,0,565.897
0,273.9999,0,550.3105
0,263.5339,0,476.7286
0,335.0818,0,464.0271
0,379.2412,0,463.6201
0,218.3906,0,460.8225
