index,x,y,z
10,282.54,20.02,779.41
0,253.6867,0,815.8621
0,265.9034,0,832.753
0,145.2766,0,882.7812
0,202.0052,0,864.4544
0,218.1881,0,826.5183
0,244.2238,0,800.0952
0,223.4521,0,871.3384
0,253.3901,0,780.3666
0,267.7914,0,866.43
0,248.3543,0,802.2145
0,161.0054,0,830.9432
0,180.2666,0,899.8126
0,170.2035,0,816.9365
0,244.3963,0,810.8376
0,271.5239,0,896.1521
0,212.9478,0,791.3027
0,163.0402,0,851.7213
0,190.8359,0,830.1703
0,221.0191,0,835.2183
0,165.4387,0,811.3334
0,245.0471,0,810.3673
0,174.8196,0,896.7657
0,233.4623,0,847.2372
0,197.868,0,831.7673
0,244.6455,0,892.6022
0,148.4753,0,876.817
0,211.6807,0,834.131
0,175.243,0,855.1252
0,194.1044,0,786.7071
0,139.5595,0,806.7339
0,229.2618,0,854.2374
0,219.0392,0,853.1602
0,199.878,0,882.5148
0,281.3914,0,794.886
0,244.4141,0,788.7142
0,185.2639,0,900.265
0,144.076,0,815.2063
0,276.1586,0,813.9365
0,280.3449,0,804.2096
0,259.8229,0,902.7968
0,150.2917,0,850.8663
0,218.9059,0,872.2242
0,189.3031,0,883.2806
0,277.6489,0,802.7135
0,232.1488,0,830.0253
0,218.6705,0,801.6313
0,153.6857,0,827.9628
0,265.0637,0,797.8435
0,203.7771,0,809.0641
0,195.1115,0,883.4833
0,177.6097,0,845.3292
0,175.9594,0,814.3716
0,165.9204,0,821.3357
0,200.0361,0,805.205
0,241.3331,0,788.3305
0,162.1696,0,839.0999
0,190.7014,0,841.2458
0,259.4112,0,845.4177
0,180.9231,0,840.8329
0,199.3066,0,844.0345
0,271.9423,0,859.45
0,225.1222,0,884.0951
0,175.0385,0,894.2136
0,167.3047,0,812.0194
0,230.5946,0,830.2887
0,267.3249,0,875.9435
0,193.616,0,815.4912
0,219.4555,0,825.7715
0,206.9,0,826.3323
0,205.0238,0,847.7552
0,261.0786,0,876.7309
0,225.2498,0,809.0889
0,191.4448,0,885.6114
0,271.9266,0,842.5793
0,259.1987,0,840.8071
0,271.668,0,822.3101
0,155.9518,0,794.1586
0,173.4638,0,784.2761
0,151.1835,0,848.9652
0,156.2335,0,827.0649
0,247.7142,0,826.293
0,272.3372,0,879.4324
0,216.4857,0,792.2878
0,198.0716,0,880.1474
0,223.5892,0,881.2367
0,138.6397,0,851.4238
0,232.3821,0,806.3914
0,166.7229,0,792.7499
0,196.6026,0,831.7682
0,225.3372,0,785.348
0,184.711,0,862.1538
0,194.2667,0,844.1809
0,218.0285,0,811.5335
0,230.5958,0,782.1743
0,189.904,0,879.9054
0,222.6603,0,878.2648
0,273.7559,0,877.7678
0,162.7561,0,859.8597
0,265.9724,0,869.158
0,255.3444,0,822.5829
0,201.7202,0,830.4158
0,198.5394,0,786.2932
0,252.4717,0,804.8004
0,151.9536,0,844.0508
0,242.4091,0,785.2178
0,202.9729,0,859.4855
0,153.854,0,801.5636
0,238.743,0,884.1869
0,281.9312,0,848.1962
0,198.2905,0,787.8418
0,191.8628,0,790.8289
0,222.3395,0,887.6904
0,152.1123,0,785.0679
0,270.5413,0,848.0552
0,173.5326,0,885.3596
0,183.7367,0,845.4777
0,162.3301,0,853.6665
0,173.8654,0,860.6971
0,150.3479,0,878.7064
0,212.5651,0,873.1835
0,275.5979,0,892.4518
0,259.4671,0,800.5695
0,241.0516,0,870.4111
0,171.4625,0,841.5359
0,177.0414,0,815.9419
0,252.0172,0,850.092
0,224.5055,0,786.5551
0,153.9923,0,788.0261
0,264.1754,0,813.3629
0,159.9434,0,841.769
0,197.1313,0,828.7682
0,198.0206,0,851.3774
0,172.5199,0,845.9739
0,148.2779,0,885.5142
0,249.567,0,883.9537
0,249.3709,0,821.5054
0,144.5773,0,859.2397
0,237.7542,0,830.4886
0,280.079,0,793.482
0,266.7604,0,839.1766
0,248.2469,0,816.0677
0,182.796,0,848.8093
0,231.0368,0,854.8503
0,183.7154,0,854.1823
0,248.0832,0,851.5787
0,207.5371,0,875.7815
0,158.7795,0,891.6145
0,181.2808,0,887.0091
0,280.1819,0,863.7001
0,257.1191,0,853.3127
0,157.0679,0,841.1786
0,154.2803,0,903.1431
0,254.4195,0,888.5851
0,241.4133,0,815.9508
0,224.1555,0,841.4351
0,162.7336,0,843.7062
0,278.2547,0,817.5834
0,277.2188,0,781.6738
0,144.0174,0,804.2724
0,169.2592,0,877.3424
0,235.5154,0,895.4395
0,272.9857,0,794.8232
0,216.6768,0,818.5212
0,219.0426,0,903.0428
