index,x,y,z
10,282.54,20.02,779.41
0,279.6341,0,781.2284
0,278.83,0,784.1998
0,279.7557,0,781.1511
0,277.0862,0,781.4167
0,281.4151,0,783.059
0,281.38,0,781.0013
0,282.085,0,782.3434
0,277.1789,0,782.8279
0,279.1579,0,780.0864
0,279.5988,0,783.0122
0,281.8363,0,779.7791
0,281.8591,0,781.6819
0,280.9945,0,782.1068
0,282.0502,0,781.9717
0,278.3621,0,781.135
0,281.2188,0,782.0909
0,282.0257,0,780.319
0,280.4014,0,780.1652
0,281.6735,0,781.7193
0,281.2457,0,782.2319
0,280.3415,0,779.5841
0,278.0243,0,780.2694
0,277.7395,0,784.022
0,278.9724,0,780.6439
0,278.5605,0,783.544
0,279.7291,0,781.2062
0,282.3781,0,782.5395
0,280.283,0,783.0635
0,277.5212,0,779.5266
0,281.0996,0,779.6354
0,279.7942,0,782.1929
0,277.0197,0,782.1484
0,282.0135,0,779.5304
0,278.8686,0,779.5433
0,279.1693,0,782.7907
0,281.7172,0,779.5208
0,280.1748,0,783.5819
0,279.3524,0,781.117
0,279.6322,0,782.2161
0,281.9813,0,780.9811
0,277.7044,0,782.7075
0,276.9218,0,782.886
0,279.3179,0,780.968
0,278.2449,0,783.9026
0,281.4645,0,781.1088
0,279.4566,0,782.3268
0,281.842,0,780.459
0,280.4619,0,780.217
0,280.7593,0,783.6038
0,281.8734,0,779.8824
0,279.2349,0,783.3025
0,279.0116,0,781.5309
0,277.6781,0,783.3705
0,279.3312,0,782.5947
0,279.0487,0,780.9388
0,277.6206,0,783.6813
0,277.8119,0,780.1955
0,281.5563,0,779.544
0,282.4181,0,783.5864
0,279.9431,0,784.0817
0,282.4697,0,781.6682
0,280.054,0,782.6423
0,280.267,0,780.9981
0,279.6231,0,780.9058
0,279.9576,0,783.2949
0,279.3937,0,779.8127
0,281.4919,0,783.1589
0,279.3787,0,782.2159
0,279.615,0,779.8564
0,281.183,0,780.8101
0,277.5555,0,781.4702
0,278.7725,0,779.4489
0,277.7246,0,782.5248
0,277.7863,0,782.9087
0,282.3628,0,782.4993
0,279.0229,0,783.101
0,279.7549,0,780.7908
0,281.0021,0,780.2379
0,278.8607,0,779.7408
0,279.6151,0,780.2668
0,277.9324,0,783.1058
0,278.0239,0,782.5365
0,280.4341,0,779.9001
0,281.5704,0,783.1609
0,281.1838,0,781.502
0,277.55,0,781.6953
0,279.0303,0,782.1934
0,277.0752,0,783.9241
0,278.115,0,781.5388
0,281.0948,0,780.6342
0,277.2905,0,780.0741
0,279.8559,0,781.0743
0,282.043,0,782.3439
0,279.1634,0,780.3214
0,281.7933,0,780.2722
0,282.4986,0,780.9039
0,280.7605,0,782.8386
0,279.3188,0,779.9603
0,280.3545,0,780.8958
0,280.3747,0,779.5952
0,281.0704,0,783.062
0,282.0751,0,783.4923
0,281.9489,0,780.3132
0,280.2478,0,783.3243
0,277.6306,0,780.592
0,281.8646,0,782.7588
0,281.2093,0,780.5193
0,279.3609,0,781.6724
0,278.0223,0,782.3662
0,282.3184,0,779.9102
0,277.8661,0,779.8965
0,282.2972,0,783.7355
0,280.5885,0,783.1886
0,281.7225,0,779.6976
0,279.9143,0,784.0535
0,278.2543,0,782.1176
0,277.2898,0,779.9747
0,280.4743,0,783.2945
0,277.1986,0,779.5851
0,278.4931,0,781.2287
0,277.943,0,781.7523
0,281.5576,0,781.3233
0,282.4415,0,783.1335
0,281.9676,0,782.8573
0,280.2517,0,779.7085
0,282.2909,0,780.5812
0,281.1662,0,784.1367
0,278.0656,0,782.652
0,280.4651,0,779.8491
0,278.6055,0,782.052
0,279.3437,0,779.443
0,276.9891,0,783.3068
0,282.4395,0,780.5881
0,279.5681,0,782.2509
0,281.8635,0,783.6417
0,277.8172,0,782.1464
0,278.3154,0,779.6677
0,280.2603,0,779.9713
0,280.9053,0,780.5219
0,279.6059,0,783.0891
